Approved symbol	Previous symbols	RefSeq IDs	NCBI Gene ID(supplied by NCBI)
CLTC	CLTCL2	NM_004859	1213
CLTC-IT1			
CLTCL1	CLTCL	NM_007098	8218
CLTCL2			
CLTRN	TMEM27	NM_020665	57393
CLU	CLI, APOJ	NM_001831	1191
CLUAP1		NM_024793	23059
CLUH	KIAA0664	NM_015229	23277
CLUHP1	KIAA0664P1		100418708
CLUHP2	KIAA0664P2	NG_004636	100418709
CLUHP3	C16orf67, KIAA0664P3, KIAA0664L3	NR_024034	100132341
CLUHP4	KIAA0664P4	NG_022045	100418711
CLUHP5	KIAA0664P5	NG_022159	100418745
CLUHP6			100418754
CLUHP7			100418719
CLUHP8			100418733
CLUHP9			100418742
CLUHP10			107161230
CLUHP11			100418756
CLUL1			27098
CLVS1	RLBP1L1	NM_173519	157807
CLVS2	C6orf212, C6orf213, RLBP1L2	NM_001010852	134829
CLYBL			171425
CLYBL-AS1			101927465
CLYBL-AS2			100874063
CLYBL-IT1			
CMA1		NM_001836	1215
CMAHP	CMAH	NR_002174	8418
CMAR	CMAR		
CMAS		NM_018686	55907
CMBL		NM_138809	134147
CMC1	C3orf68	NM_182523	152100
CMC2	C16orf61	NM_020188	56942
CMC4	MTCP1, MTCP1NB	NM_001018024.2	100272147
CMD1			
CMD1A			
CMD1B			1218
CMD1C			
CMD1D			
CMD1E	CMD1E		
CMD1F			
CMD1G			
CMD1H			23459
CMD1J			
CMD1K			65014
CMD1Q			664728
CMD2A			
CMD3A			
CMDJ			
CMH1			
CMH2	CMH2		
CMH3			
CMH4			
CMIP		NM_030629	80790
CMK			
CMKAR1			
CMKBR9			
CMKBRL1			
CMKLR1			1240
CMKRL1			
CMKRL2			
CMM	DNS		1243
CMOAT			
CMPK1	CMPK	NM_016308	51727
CMPK2		NM_207315	129607
CMR1A			1245
CMR2A			1246
CMR3A			1247
CMSS1	C3orf26	NM_032359	84319
CMT1A			
CMT1B			
CMT2A	CMT2		
CMT2B			
CMT2D			
CMT4A			
CMT4B			
CMTM1	CKLFSF1	NM_052999	113540
CMTM2	CKLFSF2		146225
CMTM3	CKLFSF3	NM_144601	123920
CMTM4	CKLFSF4		146223
CMTM5	CKLFSF5		116173
CMTM6	CKLFSF6		54918
CMTM7	CKLFSF7		112616
CMTM8	CKLFSF8	NM_178868	152189
CMTR1	KIAA0082, FTSJD2	NM_015050	23070
CMTR2	FTSJD1	NM_018348	55783
CMTX1			
CMTX2			1253
CMTX3			1254
CMYA2			
CMYA5	C5orf10	NM_153610	202333
CNA1			1255
CNA2			
CNBD1		NM_173538	168975
CNBD2	C20orf152, CNMPD1	NM_080834	140894
CNBP	DM2, ZNF9	NM_003418	7555
CNC2	CNC		1257
CNCA1			
CNCA2			
CNCG1			
CNCG2			
CNCG3			
CNCG3L			
CNDP1		NM_032649	84735
CNDP2	PEPA	NM_018235	55748
CNEP1R1	C16orf69, TMEM188	NM_153261	255919
CNFN		NM_032488	84518
CNGA1	CNCG1, CNCG	NM_000087	1259
CNGA2	CNCA1, CNCA	NM_005140	1260
CNGA3	CNCG3, ACHM2	NM_001298	1261
CNGA4	CNCA2, CNGB2	NM_001037329	1262
CNGB1	CNCG2, CNCG3L	NM_001297	1258
CNGB3	ACHM3, ACHM1, RMCH	NM_019098	54714
CNIH1	CNIH	NM_005776	10175
CNIH2		NM_182553	254263
CNIH3		NM_152495	149111
CNIH3-AS1			105373106
CNIH3-AS2			102723817
CNIH4		NM_014184	29097
CNKSR1		NM_006314	10256
CNKSR2		NM_014927	22866
CNKSR3	MAGI1	NM_173515	154043
CNMD	MYETS1, LECT1		11061
CNN1		NM_001299	1264
CNN2		NM_004368	1265
CNN2P1			646467
CNN2P2			642888
CNN2P3			392343
CNN2P4	CNN2P5		647507
CNN2P5			
CNN2P6			339897
CNN2P7			391266
CNN2P8			205272
CNN2P9			441166
CNN2P10			646693
CNN2P11		NG_029997	100689296
CNN2P12			100131550
CNN3		NM_001839	1266
CNN3P1			643875
CNNM1	ACDP1	NM_020348	26507
CNNM2	ACDP2	NM_017649	54805
CNNM3	ACDP3	NM_017623	26505
CNNM3-DT			100506036
CNNM4	ACDP4	NM_020184	26504
CNOT1	NOT1	NM_016284	23019
CNOT2	NOT2		4848
CNOT2-DT	LINC01481	NR_120460	101928062
CNOT3	NOT3	NM_014516	4849
CNOT4	NOT4	NM_013316	4850
CNOT4P1			100874389
CNOT5	NOT5		
CNOT6		NM_015455	57472
CNOT6L			246175
CNOT6LP1		NG_009481	729530
CNOT7	CAF1	NM_013354	29883
CNOT7P1			100421338
CNOT7P2			100132332
CNOT8	POP2	NM_004779	9337
CNOT9	RQCD1	NM_005444	9125
CNOT10		NM_015442	25904
CNOT10-AS1			100874109
CNOT11	C2orf29	NM_017546	55571
CNP			1267
CNPPD1	C2orf24	NM_015680	27013
CNPY1		NM_001103176	285888
CNPY2	TMEM4	NM_014255	10330
CNPY3	TNRC5	NM_006586	10695
CNPY4		NM_152755	245812
CNR1	CNR		1268
CNR2		NM_001841	1269
CNRIP1	C2orf32	NM_015463	25927
CNRS1			
CNRS2			
CNRS4			
CNRS5			
CNRS6			
CNRS7			
CNRS8			
CNST	C1orf71	NM_152609	163882
CNTD1	CNTD	NM_173478	124817
CNTD2		NM_024877	79935
CNTF		NM_000614	1270
CNTFR			1271
CNTFR-AS1			415056
CNTLN	C9orf101, C9orf39	NM_017738	54875
CNTN1		NM_001843	1272
CNTN2	TAX, AXT	NM_005076	6900
CNTN3	PANG	NM_020872	5067
CNTN4			152330
CNTN4-AS1			100873975
CNTN4-AS2			100873976
CNTN5		NM_014361	53942
CNTN6		NM_014461	27255
CNTNAP1	NRXN4	NM_003632	8506
CNTNAP2			26047
CNTNAP2-AS1		NR_110829	101928700
CNTNAP3		NM_033655	79937
CNTNAP3B			728577
CNTNAP3C			100289279
CNTNAP3P1			100420787
CNTNAP3P2			643827
CNTNAP3P3			106660623
CNTNAP3P4			107403150
CNTNAP3P5			100420786
CNTNAP3P6			100420776
CNTNAP3P7			100420777
CNTNAP3P8			100420785
CNTNAP3P9			107403148
CNTNAP4		NM_033401	85445
CNTNAP5			129684
CNTRL	CEP1, CEP110	NM_007018	11064
CNTROB		NM_053051	116840
CO			
COA1	C7orf44	NM_018224	55744
COA3	CCDC56	NM_014019	28958
COA4	CHCHD8	NM_016565	51287
COA5	C2orf64	NM_001008215	493753
COA6	C1orf31	NM_001012985	388753
COA6-AS1		NR_125961	101927765
COA7	C1orf163, SELRC1	NM_023077	65260
COA8	C14orf153, APOPT1	NM_032374	84334
COASY		NM_025233	80347
COBL		NM_015198	23242
COBLL1		NM_014900	22837
COCA1			
COCA2			
COCH	DFNA31, DFNA9	NM_004086	1690
COD1			
COD2			1275
COG1	LDLB		9382
COG2	LDLC	NM_007357	22796
COG3			83548
COG4			25839
COG5	GOLTC1		10466
COG6			57511
COG7			91949
COG8		NM_032382	84342
COIL			8161
COILP1	COILP	NG_002476	317784
COILP2		NG_004786	494447
COL1A1		NM_000088	1277
COL1A2	OI4	NM_000089	1278
COL1A2-AS1			101927525
COL1AR			1279
COL2A1	SEDC, AOM	NM_001844	1280
COL3A1	EDS4A	NM_000090	1281
COL4A1			1282
COL4A2		NM_001846	1284
COL4A2-AS1			100874203
COL4A2-AS2		NM_001267044	100129836
COL4A3		NM_000091	1285
COL4A4		NM_000092	1286
COL4A5	ASLN, ATS		1287
COL4A6			1288
COL5A1		NM_000093	1289
COL5A1-AS1	C9orf104		414316
COL5A2		NM_000393	1290
COL5A3		NM_015719	50509
COL6A1		NM_001848	1291
COL6A2			1292
COL6A3		NM_004369	1293
COL6A4P1	DVWA	NR_027927	344875
COL6A4P2		NR_027898	646300
COL6A5	COL29A1	NM_153264	256076
COL6A6		NM_001102608	131873
COL7A1	EBDCT, EBD1, EBR1	NM_000094	1294
COL8A1	C3orf7	NM_001850	1295
COL8A2	FECD	NM_005202	1296
COL9A1			1297
COL9A2	EDM2	NM_001852	1298
COL9A3		NM_001853	1299
COL10A1			1300
COL11A1	COLL6, DFNA37	NM_080630	1301
COL11A2	DFNA13, DFNB53		1302
COL11A2P1	COL11A2P		394214
COL12A1	COL12A1L	NM_004370	1303
COL12A1L			
COL13A1		NM_005203	1305
COL14A1	UND	NM_021110	7373
COL15A1		NM_001855	1306
COL16A1		NM_001856	1307
COL17A1	BPAG2	NM_130778, NM_000494	1308
COL18A1	KNO		80781
COL18A1-AS1	C21orf123, NCRNA00175	NR_027498	378832
COL18A1-AS2			100874236
COL19A1			1310
COL20A1		NM_020882	57642
COL21A1			81578
COL22A1		NM_152888	169044
COL23A1		NM_173465	91522
COL24A1		NM_152890	255631
COL25A1		NM_032518	84570
COL25A1-DT	ZCCHC23	NR_160939	645078
COL26A1	EMID2	NM_133457	136227
COL27A1		NM_032888	85301
COL28A1		NM_001037763	340267
COLCA1	C11orf92	NM_001302644	399948
COLCA2	C11orf93	NM_001136105	120376
COLEC10			10584
COLEC11		NM_024027	78989
COLEC12			81035
COLGALT1	GLT25D1	NM_024656	79709
COLGALT2	C1orf17, GLT25D2	NM_015101	23127
COLL6			
COLOT1			
COLQ		NM_005677	8292
COMMD1	C2orf5	NM_152516	150684
COMMD2		NM_016094	51122
COMMD3	C10orf8	NM_012071	23412
COMMD3-BMI1			100532731
COMMD4		NM_017828	54939
COMMD4P1			440292
COMMD4P2			732265
COMMD5		NM_014066	28991
COMMD6		NM_203497	170622
COMMD7	C20orf92	NM_053041	149951
COMMD8		NM_017845	54951
COMMD9		NM_014186	29099
COMMD10		NM_016144	51397
COMP	PSACH, EDM1, EPD1	NM_000095	1311
COMT		NM_000754	1312
COMTD1		NM_144589	118881
COP			
COP1	RFWD2	NM_022457	64326
COP1P1	RFWD2P, RFWD2P1		729391
COPA		NM_004371	1314
COPB1	COPB	NM_016451	1315
COPB2		NM_004766	9276
COPD			
COPDA1			115253418
COPE		NM_007263	11316
COPG1	COPG	NM_016128	22820
COPG2		NM_012133	26958
COPG2IT1		NR_024086	53844
COPRS	C17orf79	NM_018405	55352
COPS2		NM_004236	9318
COPS3			8533
COPS4			51138
COPS5			10987
COPS5P1	COPS5P	NG_003102	135270
COPS5P2			112268476
COPS6		NM_006833	10980
COPS7A			50813
COPS7B		NM_022730	64708
COPS8		NM_006710	10920
COPS8P1			260342
COPS8P2			375350
COPS8P3			106479058
COPS9	MYEOV2	NM_138336	150678
COPT1			
COPT2			
COPZ1	COPZ	NM_016057	22818
COPZ2		NM_016429	51226
COQ2		NM_015697	27235
COQ3		NM_017421	51805
COQ4		NM_016035	51117
COQ5		NM_032314	84274
COQ6			51004
COQ7		NM_016138	10229
COQ8A	CABC1, ADCK3	NM_020247	56997
COQ8B	ADCK4	NM_024876	79934
COQ9	C16orf49	NM_020312	57017
COQ10A		NM_144576	93058
COQ10B		NM_025147	80219
COQ10BP1		NG_025419	100421150
COQ10BP2		NG_024606	100421072
CORD1	CORD		1319
CORD2			
CORD4			1321
CORD5			
CORD6			
CORD7			
CORD8			54109
CORD9			
CORD17			101409267
CORIN			10699
CORO1A		NM_007074	11151
CORO1B		NM_020441	57175
CORO1C		NM_014325	23603
CORO2A		NM_003389	7464
CORO2B		NM_006091	10391
CORO6		NM_032854	84940
CORO7		NM_024535	79585
CORO7-PAM16		NM_001201479	100529144
CORS2			
CORT		NM_001302	1325
CORTBP1			
COT			
COTL1		NM_021149	23406
COTL1P1	CLPSMCR		27170
COTL1P2	CLPSMCR	NG_002773	347720
COX4I1	COX4	NM_001861	1327
COX4I1P1	COX4P1, COX4L1		122867
COX4I1P2			652170
COX4I2	COX4L2	NM_032609	84701
COX5A		NM_004255	9377
COX5AP1			9385
COX5AP2			319087
COX5B		NM_001862	1329
COX5BP1	COX5BL1	NG_003010	1330
COX5BP2	COX5BL2		1331
COX5BP3	COX5BL3		1332
COX5BP4	COX5BL4		1333
COX5BP5	COX5BL5		100288440
COX5BP6	COX5BL6		101234262
COX5BP7	COX5BL7		1336
COX5BP8		NG_031947	100859925
COX6A1	COX6A	NM_004373	1337
COX6A1P1	COX6A1P	NG_001105	1338
COX6A1P2		NG_004806	285849
COX6A1P3			100287768
COX6A2		NM_005205	1339
COX6B1	COX6B	NM_001863	1340
COX6B1P1	COX6BP1	NG_007348	140603
COX6B1P2	COX6BP2	NG_005205	1342
COX6B1P3	COX6BP3	NG_005206	1343
COX6B1P4	COX6BP4		100462850
COX6B1P5			100289662
COX6B1P6			100462851
COX6B1P7		NG_022782	100133210
COX6B2		NM_144613	125965
COX6C		NM_004374	1345
COX6CP1			9384
COX6CP2			170504
COX6CP3		NG_012734	100130247
COX6CP4		NG_012732	100288892
COX6CP5		NG_032147	100862855
COX6CP6			100289131
COX6CP7			106480265
COX6CP8			106481680
COX6CP9			112340384
COX6CP10			106481681
COX6CP11			106480266
COX6CP12			106481682
COX6CP13			106480267
COX6CP14			106481683
COX6CP15			106480268
COX6CP16			106481965
COX6CP17			106480269
COX6CP18			106481684
COX7A1	COX7A	NM_001864	1346
COX7A2		NM_001865	1347
COX7A2L		NM_004718	9167
COX7A2P1	COX7A3P, COX7AP1	NG_002479	319098
COX7A2P2	COX7A3, COX7AP2	NG_004712	1348
COX7B		NM_001866	1349
COX7B2		NM_130902	170712
COX7BP1		NG_001300	114657
COX7BP2			140692
COX7C		NM_001867	1350
COX7CP1			9386
COX8A	COX8	NM_004074	1351
COX8BP	COX8B	NG_003253	404544
COX8C		NM_182971	341947
COX10		NM_001303	1352
COX10-AS1	COX10AS, COX10-AS		100874058
COX11		NM_004375	1353
COX11P1	COX11P		140468
COX14	C12orf62	NM_032901	84987
COX15		NM_078470	1355
COX16	C14orf112	NM_016468	51241
COX17		NM_005694	10063
COX17P1	COX17P		81993
COX18		NM_173827	285521
COX19		NM_001031617	90639
COX20	FAM36A	NM_198076	116228
COX20P1	FAM36B		100507102
COX20P2			100289170
CP		NM_000096	1356
CPA1	CPA	NM_001868	1357
CPA2		NM_001869	1358
CPA3		NM_001870	1359
CPA4		NM_016352	51200
CPA5		NM_001127441	93979
CPA6		NM_020361	57094
CPAMD8		NM_015692	27151
CPAT1			60502
CPB1		NM_001871	1360
CPB2		NM_001872	1361
CPB2-AS1			100509894
CPD		NM_001304	1362
CPD1			
CPDP1			109729163
CPE		NM_001873	1363
CPEB1		NM_030594	64506
CPEB1-AS1		NR_046096	283692
CPEB2		NM_001177382	132864
CPEB2-DT	CPEB2-AS1	NR_038857	441009
CPEB3		NM_014912	22849
CPEB4		NM_030627	80315
CPED1	C7orf58	NM_024913	79974
CPETR			
CPETR1			
CPETR2			
CPETRL2			
CPHL1P	CPHL1	NG_022938	389160
CPHXL		NM_001355613	105371346
CPL1			
CPLANE1	C5orf42	NM_023073	65250
CPLANE2	C1orf89, RSG1	NM_030907	79363
CPLX1			10815
CPLX2			10814
CPLX3		NM_001030005	594855
CPLX4		NM_181654	339302
CPM		NM_198320	1368
CPN1		NM_001308	1369
CPN2	ACBP	NM_001080513	1370
CPNE1		NM_152930	8904
CPNE2		NM_152727	221184
CPNE3			8895
CPNE4		NM_130808	131034
CPNE5		NM_020939	57699
CPNE6			9362
CPNE7			27132
CPNE8		NM_153634	144402
CPNE8-AS1			107984504
CPNE9		NM_001033755	151835
CPO		NM_173077	130749
CPOX	CPO	NM_000097	1371
CPP		NG_001106	340451
CPPED1		NM_018340	55313
CPQ		NM_016134	10404
CPS1		NM_001122633	1373
CPS1-IT1	CPS1IT	NR_002763	29034
CPSF1		NM_013291	29894
CPSF1P1		NG_005204	129099
CPSF2			53981
CPSF3		NM_016207	51692
CPSF4			10898
CPSF4L		NM_001129885	642843
CPSF6		NM_007007	11052
CPSF7		NM_024811	79869
CPT1A	CPT1	NM_001876	1374
CPT1B		NM_152246	1375
CPT1C		NM_152359	126129
CPT2	CPT1	NM_000098	1376
CPT2P1			100420556
CPTP	GLTPD1	NM_001029885	80772
CPVL		NM_019029	54504
CPVL-AS1			107986703
CPX	CLPA		
CPXCR1		NM_033048	53336
CPXM1	CPXM	NM_019609	56265
CPXM2		NM_198148	119587
CPZ		NM_003652	8532
CR1		NM_000573	1378
CR1L		NM_175710	1379
CR2		NM_001877	1380
CR3A			
CRABP1	RBP5	NM_004378	1381
CRABP2		NM_001878	1382
CRAC1			
CRACD	KIAA1211	NM_020722	57482
CRACR2A	EFCAB4B	NM_032680	84766
CRACR2B	EFCAB4A	NM_173584	283229
CRADD		NM_003805	8738
CRAMP1	CRAMP1L		57585
CRARF			
CRAT			1384
CRB1	RP12	NM_201253	23418
CRB2		NM_173689	286204
CRB3			92359
CRB3P1			106480279
CRBN	MRT2A	NM_016302	51185
CRCP		NM_014478	27297
CRCT1	C1orf42	NM_019060	54544
CRD			
CREB1		NM_134442	1385
CREB2			
CREB3		NM_006368	10488
CREB3L1		NM_052854	90993
CREB3L2		NM_194071	64764
CREB3L2-AS1		NR_161346	100130880
CREB3L3		NM_032607	84699
CREB3L4		NM_130898	148327
CREB5		NM_004904	9586
CREBBP	RSTS	NM_004380	1387
CREBL2		NM_001310	1389
CREBRF	C5orf41	NM_153607	153222
CREBZF		NM_001039618	58487
CREG1	CREG	NM_003851	8804
CREG2		NM_153836	200407
CRELD1	AVSD2	NM_015513	78987
CRELD2		NM_024324	79174
CREM		NM_001881	1390
CRFB4			
CRG			
CRH		NM_000756	1392
CRHBP		NM_001882	1393
CRHR1	CRHR		1394
CRHR2			1395
CRIM1	S52	NM_016441	51232
CRIM1-DT		NR_037631	100288911
CRIP1		NM_001311	1396
CRIP1P1			106480793
CRIP1P2			641456
CRIP1P3			106479040
CRIP1P4			641457
CRIP2		NM_001312	1397
CRIP3			401262
CRIPAK			
CRIPT		NM_014171	9419
CRISP1	AEGL1	NM_001131	167
CRISP2	GAPDL5, TPX1	NM_003296	7180
CRISP3		NM_006061	10321
CRISPLD1	LCRISP1	NM_031461	83690
CRISPLD2	LCRISP2	NM_031476	83716
CRK		NM_016823	1398
CRKL		NM_005207	1399
CRLF1			9244
CRLF2		NM_022148	64109
CRLF3			51379
CRLS1	C20orf155	NM_019095	54675
CRMP1		NM_001313	1400
CRNDE		NM_001308963	643911
CRNKL1			51340
CRNN	C1orf10	NM_016190	49860
CROCC		NM_014675	9696
CROCC2			728763
CROCCP1	CROCCP	NG_009690	392547
CROCCP2	CROCCL1	NR_026752.1	84809
CROCCP3	CROCCL2	XM_057040	114819
CROCCP4		NG_027067	100421113
CROCCP5		NG_027071	100421114
CROT		NM_021151	54677
CRP		NM_000567	1401
CRPP1			171422
CRPPA	ISPD	NM_001101426	729920
CRPPA-AS1	ISPD-AS1		100506025
CRS			
CRSP4	CRSP4		
CRSP5			10688
CRTAC1		NM_018058	55118
CRTAM		NM_019604	56253
CRTAP			10491
CRTC1	MECT1	NM_025021	23373
CRTC2		NM_181715	200186
CRTC3		NM_022769	64784
CRTC3-AS1		NR_120372	101926895
CRTL2			
CRTM			
CRX	CORD2	NM_000554	1406
CRY1	PHLL1	NM_004075	1407
CRY2		NM_021117	1408
CRYA1			
CRYA2			
CRYAA	CRYA1		1409
CRYAA2			102724652
CRYAB	CRYA2		1410
CRYB1			
CRYB2A			
CRYB2B			
CRYB3			
CRYBA1	CRYB1	NM_005208	1411
CRYBA2		NM_057093	1412
CRYBA4		NM_001886	1413
CRYBB1		NM_001887	1414
CRYBB2	CCA2, CRYB2A, CRYB2	NM_000496	1415
CRYBB2P1	CRYB2B		1416
CRYBB3	CRYB3	NM_004076	1417
CRYBG1	ST4, AIM1		202
CRYBG2	AIM1L	NM_001039775.2	55057
CRYBG3		NM_153605	131544
CRYG1			
CRYG2			
CRYG3			
CRYG4			
CRYG5			
CRYG6			
CRYG8			
CRYGA	CRYG1	NM_014617	1418
CRYGB	CRYG2	NM_005210	1419
CRYGC	CRYG3	NM_020989	1420
CRYGD	CRYG4	NM_006891	1421
CRYGEP	CRYG5, CCL, CRYGEP1		200575
CRYGFP	CRYG6, CRYGFP1		1423
CRYGGP	CRYGGP1		1424
CRYGN			155051
CRYGP1			
CRYGP2			
CRYGS	CRYG8	NM_017541	1427
CRYL1		NM_015974	51084
CRYM			1428
CRYM-AS1	NCRNA00169	NR_026675	400508
CRYZ			1429
CRYZL1		NM_145858	9946
CRYZL2P			730102
CRYZL2P-SEC16B			111240474
CRYZP1			1430
CRYZP2			100526735
CS		NM_004077	1431
CSAD		NM_015989	51380
CSAG1		NM_153479	158511
CSAG2	CSAG3B	NM_001080848	102723547
CSAG3	CSAG3A	NM_203311	389903
CSAG3B	CSAG3B		
CSAG4			100130935
CSBP1			
CSBP2			
CSD1			
CSD2			
CSD3			
CSDC2		NM_014460	27254
CSDE1		NM_007158	7812
CSE			
CSE1L		NM_001316	1434
CSE1L-AS1		NR_110624	102723483
CSF1		NM_000757	1435
CSF1R	FMS	NM_005211	1436
CSF2		NM_000758	1437
CSF2RA	CSF2R		1438
CSF2RB	IL3RB	NM_000395	1439
CSF2RBP1	CSF2RB2	NG_002638	23772
CSF3	GCSF, G-CSF, C17orf33	NM_172220	1440
CSF3R	CD114	NM_156039	1441
CSGALNACT1		NM_018371	55790
CSGALNACT2		NM_018590	55454
CSH1		NM_001317	1442
CSH2		NM_020991	1443
CSHL1	CSHP1	NM_022579	1444
CSHP1			
CSK		NM_004383	1445
CSKMT	METTL12	NM_001043229	751071
CSMD1		NM_033225	64478
CSMD2		NM_052896	114784
CSMD2-AS1			402779
CSMD3		NM_052900	114788
CSN1S1	CASA, CSN1		1446
CSN1S2AP	CSN1S2A	XM_379270	286828
CSN1S2BP	CSN1S2B	NR_033311.1	100337616
CSN2	CASB		1447
CSN3	CSN10	NM_005212	1448
CSNB1			
CSNB2			
CSNB4			
CSNK1A1		NM_001892	1452
CSNK1A1L		NM_145203	122011
CSNK1A1P1	CSNK1A1P	NR_027320	161635
CSNK1A1P2		NG_001532	120321
CSNK1A1P3		NG_027923	100526776
CSNK1D		NM_139062	1453
CSNK1E		NM_001894	1454
CSNK1G1		NM_022048	53944
CSNK1G2		NM_001319	1455
CSNK1G2-AS1	C19orf34	NR_033400	255193
CSNK1G2P1		NG_023867	100419821
CSNK1G3		NM_004384	1456
CSNK2A1		NM_001895	1457
CSNK2A2		NM_001896	1459
CSNK2A3	CSNK2A1P	NM_001256686	283106
CSNK2B		NM_001320	1460
CSNKA2IP			111064647
CSNU3			
CSPB			
CSPG1			
CSPG4		NM_001897	1464
CSPG4P1Y	CSPG4LYP1, CSPG4P1	NR_001554	114758
CSPG4P2Y	CSPG4LYP2, CSPG4P2	NR_002194	84664
CSPG4P3Y	CSPG4P3, CSPG4P6Y		100287261
CSPG4P4Y	CSPG4P4, CSPG4P7Y		100287502
CSPG4P5			114817
CSPG4P6Y			
CSPG4P7Y			
CSPG4P8			
CSPG4P9			642288
CSPG4P10			390627
CSPG4P11			100631254
CSPG4P12			728121
CSPG4P13			100302666
CSPG5		NM_006574	10675
CSPP1		NM_024790	79848
CSRNP1	AXUD1	NM_033027	64651
CSRNP2	C12orf22, FAM130A1		81566
CSRNP3	FAM130A2	NM_024969	80034
CSRP1	CYRP	NM_004078	1465
CSRP2		NM_001321	1466
CSRP2P1	CSRP2P		1467
CSRP3		NM_003476	8048
CSRP3-AS1			105376580
CST1		NM_001898	1469
CST2			1470
CST2P1		NG_033231	101410546
CST3		NM_000099	1471
CST4		NM_001899	1472
CST5		NM_001900	1473
CST6		NM_001323	1474
CST7		NM_003650	8530
CST8			10047
CST9		NM_001008693.1	128822
CST9L		NM_080610	128821
CST9LP1			128820
CST9LP2			106480788
CST11	CST8L	NM_130794	140880
CST12P			106478911
CST13P			164380
CSTA	STF1, STFA	NM_005213	1475
CSTB	EPM1, STFB	NM_000100	1476
CSTF1		NM_001033521	1477
CSTF2		NM_001325	1478
CSTF2T		NM_015235	23283
CSTF3		NM_001326	1479
CSTF3-DT	CSTF3-AS1	NR_034027	338739
CSTL1			128817
CSTP1		NG_001020	1480
CSTP2		NG_000839	1481
CT45A1		NM_001017417	541466
CT45A2		NM_152582	728911
CT45A3	CT45A4	NM_001017435	441519
CT45A4			
CT45A5		NM_001007551	441521
CT45A6		NM_001017438	541465
CT45A7			101060211
CT45A8			102723737
CT45A9			102723680
CT45A10			102723631
CT45A11P			100129813
CT45B1P			100337646
CT47A1		NM_001080146	728096
CT47A2		NM_001080145	728090
CT47A3		NM_001080144	728082
CT47A4		NM_001080143	728075
CT47A5		NM_001080142	728072
CT47A6		NM_001080141	728062
CT47A7		NM_001080140	653282
CT47A8		NM_001080139	728049
CT47A9		NM_001080138	728042
CT47A10		NM_001080137	728036
CT47A11		NM_173571	255313
CT47A12			100507170
CT47B1		NM_001145718	643311
CT55	CXorf48	NM_017863	54967
CT62		NM_001102658	196993
CT66		NR_108105	100507468
CT69		NR_125852	101928231
CT70			107987106
CT75		NR_136638	440934
CT83	CXorf61	NM_001017978	203413
CTAA1			1483
CTAA2			1484
CTAG			
CTAG1A		NM_139250	246100
CTAG1B	CTAG, CTAG1	NM_001327	1485
CTAG2		NM_020994	30848
CTAGE1		NM_022663, NM_172241	64693
CTAGE3P	CTAGE3		220112
CTAGE4		NM_198495	100128553
CTAGE5	MGEA, MGEA6		
CTAGE6	CTAGE6P	NM_178561	340307
CTAGE7P	CTAGEP, CTAGE7	NG_006973	119437
CTAGE8			100142659
CTAGE9		NM_001145659	643854
CTAGE10P		NR_003268	220429
CTAGE11P		NR_027466	647288
CTAGE12P		NG_028957	392298
CTAGE13P			100421638
CTAGE14P		NG_021536	401018
CTAGE15	CTAGE15P	NM_001008747	441294
CTAGE16P			341689
CTAGEP			
CTB			
CTBP1		NM_001328	1487
CTBP1-AS		NR_104331	285463
CTBP1-DT	C4orf42, CTBP1-AS1, CTBP1-AS2	NR_033339	92070
CTBP2		NM_001083914	1488
CTBP2P1		NG_002808	352905
CTBP2P2		NG_022155	100130970
CTBP2P3		NG_022494	220147
CTBP2P4		NG_021892	642909
CTBP2P5		NG_021499	646936
CTBP2P6		NG_021815	120449
CTBP2P7		NG_021748	401914
CTBP2P8		NG_026947	100420253
CTBP2P9			107987306
CTBP2P10			107987305
CTBP2P11			107987307
CTBS	CTB	NM_004388	1486
CTC1	C17orf68	NM_025099	80169
CTCF		NM_006565	10664
CTCFL		NM_080618	140690
CTD			1283
CTDNEP1	DULLARD	NM_015343	23399
CTDP1		NM_004715	9150
CTDSP1		NM_182642, NM_021198	58190
CTDSP2		NM_005730	10106
CTDSPL	C3orf8	NM_005808	10217
CTDSPL2		NM_016396	51496
CTF1		NM_001330	1489
CTF2P		NG_005797	100289419
CTGLF8P			
CTH		NM_001902	1491
CTHM			
CTHRC1		NM_138455	115908
CTHRC1P1			106480299
CTIF	KIAA0427	NM_014772	9811
CTLA1			
CTLA3			
CTLA4	CELIAC3, IDDM12	NM_005214	1493
CTLA8			
CTLN2			
CTM			
CTNNA1		NM_001903	1495
CTNNA1P1	CTNNAP1	NG_001110	1498
CTNNA2		NM_004389	1496
CTNNA2-AS1			101927987
CTNNA3		NM_013266	29119
CTNNAL1		NM_003798	8727
CTNNB1	CTNNB	NM_001098210	1499
CTNNBIP1		NM_020248	56998
CTNNBL1	C20orf33	NM_030877	56259
CTNND1	CTNND	NM_001331	1500
CTNND2		NM_001332	1501
CTNNG			
CTNS		NM_004937	1497
CTPL1			81863
CTPS1	CTPS	NM_001905	1503
CTPS2		NM_019857	56474
CTR9	SH2BP1	NM_014633	9646
CTRB1	CTRB	NM_001906	1504
CTRB2		NM_001025200	440387
CTRC		NM_007272	11330
CTRL			1506
CTRN2			
CTS1			
CTSA	GSL, PPGB	NM_000308	5476
CTSB		NM_147780	1508
CTSC	PLS, PALS	NM_001814	1075
CTSD	CPSD	NM_001909	1509
CTSE		NM_001910	1510
CTSF		NM_003793	8722
